,amount,bought_amount,close,high,low,open,sold_amount,volume,datetime,instrument_id,exchange_id
66,214274224.0,98933190.5,11.3,11.38,11.06,11.29,115341033.5,19080376.0,2010-04-14,600288,SH
67,204333949.0,102447582.5,11.19,11.52,11.13,11.29,101886366.5,18041902.0,2010-04-15,600288,SH
68,269867121.0,123668981.0,10.51,11.18,10.16,11.14,146198140.0,25406289.0,2010-04-16,600288,SH
69,149548168.0,72583969.0,10.17,10.73,10.13,10.44,76964199.0,14420409.0,2010-04-19,600288,SH
70,123828940.0,64465300.0,10.3,10.38,10.0,10.17,59363640.0,12130828.0,2010-04-20,600288,SH
71,258319299.0,144448359.0,10.75,10.97,10.4,10.42,113870940.0,24058590.0,2010-04-21,600288,SH
72,278001622.0,145909829.0,10.94,11.2,10.66,10.78,132091793.0,25291645.0,2010-04-22,600288,SH
73,298351732.0,166348662.0,11.15,11.24,10.78,10.8,132003070.0,27010661.0,2010-04-23,600288,SH
74,238187067.0,114762913.0,10.84,11.37,10.8,11.1,123424154.0,21487050.0,2010-04-26,600288,SH
75,213330954.0,108343826.0,10.31,10.72,10.03,10.72,104987128.0,20798116.0,2010-04-27,600288,SH
76,97050141.0,46901235.0,10.22,10.43,10.01,10.15,50148906.0,9445838.0,2010-04-28,600288,SH
77,151676791.0,65214388.5,9.43,10.43,9.4,10.25,86462402.5,15255393.0,2010-04-29,600288,SH
78,106482541.0,48287242.0,8.85,9.43,8.6,9.4,58195299.0,11988836.0,2010-04-30,600288,SH
79,60326127.0,29052266.0,8.85,9.01,8.52,8.52,31273861.0,6803557.0,2010-05-04,600288,SH
80,80715398.0,44044698.0,9.17,9.19,8.65,8.7,36670700.0,8980215.0,2010-05-05,600288,SH
81,86567617.0,38142810.0,8.75,9.36,8.71,9.18,48424807.0,9540474.0,2010-05-06,600288,SH
82,85881226.0,41177620.5,8.22,8.73,8.2,8.47,44703605.5,10171392.0,2010-05-07,600288,SH
83,66133201.0,33935991.0,8.39,8.55,8.1,8.25,32197210.0,7882868.0,2010-05-10,600288,SH
84,72607330.0,33978980.0,8.23,8.67,8.21,8.6,38628350.0,8654166.0,2010-05-11,600288,SH
85,53783007.0,25966364.0,8.2,8.35,8.0,8.11,27800283.0,6567537.0,2010-05-12,600288,SH
86,81886899.0,38673637.5,8.27,8.28,7.83,8.25,43213261.5,10078089.0,2010-05-13,600288,SH
87,75158102.0,40651866.0,8.33,8.45,8.07,8.2,34506236.0,9060031.0,2010-05-14,600288,SH
88,83491207.0,33881887.0,7.5,8.22,7.5,8.16,49609320.0,10708020.0,2010-05-17,600288,SH
89,84521466.0,42725673.0,7.53,7.54,7.01,7.4,41795793.0,11612403.0,2010-05-18,600288,SH
90,57082223.0,29024504.5,7.39,7.59,7.25,7.47,28057718.5,7681992.0,2010-05-19,600288,SH
91,56609285.0,27612141.0,7.4,7.55,7.16,7.28,28997144.0,7689394.0,2010-05-20,600288,SH
92,87364802.0,45881736.5,7.62,7.68,7.1,7.19,41483065.5,11713461.0,2010-05-21,600288,SH
93,114726680.0,61824399.5,8.06,8.15,7.55,7.63,52902280.5,14489962.0,2010-05-24,600288,SH
94,102571500.0,47011148.0,7.89,8.16,7.8,7.95,55560352.0,12856788.0,2010-05-25,600288,SH
95,45022183.0,22532553.0,7.91,7.99,7.71,7.88,22489630.0,5721579.0,2010-05-26,600288,SH
96,83516342.0,45279922.0,8.0,8.09,7.67,7.91,38236420.0,10581843.0,2010-05-27,600288,SH
97,102333336.0,49341344.5,8.03,8.26,7.96,8.07,52991991.5,12616836.0,2010-05-28,600288,SH
98,95073441.0,44149595.0,7.36,7.6,7.23,7.6,50923846.0,12858163.0,2010-06-01,600288,SH
99,74655019.0,40409886.5,7.6,7.6,7.21,7.29,34245132.5,10034506.0,2010-06-02,600288,SH
100,114244515.0,61981385.0,7.84,7.95,7.58,7.68,52263130.0,14709041.0,2010-06-03,600288,SH
101,145035690.0,88659094.5,7.94,8.09,7.67,7.69,56376595.5,18266473.0,2010-06-04,600288,SH
102,65873914.0,29299995.0,7.79,7.85,7.4,7.68,36573919.0,8533415.0,2010-06-07,600288,SH
103,118641398.0,61249104.5,8.02,8.19,7.75,7.75,57392293.5,14825813.0,2010-06-08,600288,SH
104,105713541.0,55371192.0,8.13,8.15,7.87,7.98,50342349.0,13150966.0,2010-06-09,600288,SH
105,87212423.0,40578881.0,8.04,8.13,7.99,8.08,46633542.0,10827059.0,2010-06-10,600288,SH
106,60388713.0,23749108.0,7.87,8.11,7.86,8.07,36639605.0,7588879.0,2010-06-11,600288,SH
107,33758914.0,13618446.0,7.83,7.99,7.81,7.93,20140468.0,4275104.0,2010-06-17,600288,SH
108,61362979.0,26301094.5,7.36,7.85,7.26,7.81,35061884.5,8128452.0,2010-06-18,600288,SH
109,64818410.0,33591727.0,7.72,7.79,7.2,7.37,31226683.0,8589676.0,2010-06-21,600288,SH
110,58297105.0,28685413.5,7.76,7.85,7.61,7.69,29611691.5,7556896.0,2010-06-22,600288,SH
111,49152537.0,23257079.0,7.62,7.86,7.5,7.68,25895458.0,6388710.0,2010-06-23,600288,SH
112,38760576.0,18863164.0,7.69,7.74,7.56,7.7,19897412.0,5062345.0,2010-06-24,600288,SH
113,54787277.0,31287004.0,7.73,7.79,7.5,7.64,23500273.0,7132768.0,2010-06-25,600288,SH
114,39277446.0,14470464.5,7.42,7.69,7.39,7.67,24806981.5,5222029.0,2010-06-28,600288,SH
115,58621702.0,22637999.0,6.7,7.48,6.68,7.44,35983703.0,8340593.0,2010-06-29,600288,SH
116,40148850.0,21273236.5,6.59,6.69,6.41,6.69,18875613.5,6157955.0,2010-06-30,600288,SH
117,46567746.0,23126245.0,6.61,6.85,6.46,6.56,23441501.0,6979810.0,2010-07-01,600288,SH
118,42011020.0,20222813.0,6.67,6.7,6.36,6.62,21788207.0,6412844.0,2010-07-02,600288,SH
119,50646114.0,26766174.5,6.87,7.27,6.5,6.51,23879939.5,7365241.0,2010-07-05,600288,SH
120,49620871.0,27671978.0,7.05,7.08,6.81,6.9,21948893.0,7117504.0,2010-07-06,600288,SH
121,39055183.0,17671283.0,7.05,7.14,6.97,7.05,21383900.0,5552087.0,2010-07-07,600288,SH
122,37888280.0,15631764.0,6.9,7.24,6.87,7.1,22256516.0,5412221.0,2010-07-08,600288,SH
123,85161944.0,47473213.5,7.24,7.59,6.85,6.97,37688730.5,11843922.0,2010-07-09,600288,SH
124,91927772.0,56179756.5,7.23,7.32,7.18,7.27,35748015.5,12689819.0,2010-07-12,600288,SH
125,55328828.0,24378407.0,6.97,7.2,6.89,7.13,30950421.0,7895174.0,2010-07-13,600288,SH
126,43713031.0,21460392.0,7.03,7.17,6.97,7.0,22252639.0,6189678.0,2010-07-14,600288,SH
127,50544759.0,21637057.0,6.88,6.98,6.61,6.8,28907702.0,7505687.0,2010-07-16,600288,SH
128,43947661.0,25295443.0,7.04,7.08,6.75,6.8,18652218.0,6320314.0,2010-07-19,600288,SH
129,71894025.0,41112240.0,7.26,7.28,7.05,7.05,30781785.0,10003718.0,2010-07-20,600288,SH
130,94761956.0,42133152.0,7.28,7.42,7.18,7.24,52628804.0,12945956.0,2010-07-21,600288,SH
131,76919016.0,44285798.0,7.47,7.48,7.2,7.28,32633218.0,10439174.0,2010-07-22,600288,SH
132,72051639.0,31906477.0,7.39,7.56,7.26,7.56,40145162.0,9768807.0,2010-07-23,600288,SH
133,94321685.0,50987278.0,7.57,7.66,7.36,7.4,43334407.0,12582554.0,2010-07-26,600288,SH
134,65796074.0,32800976.0,7.49,7.62,7.47,7.5,32995098.0,8736346.0,2010-07-27,600288,SH
135,217562082.0,140590837.0,8.13,8.23,7.4,7.48,76971245.0,27637569.0,2010-07-28,600288,SH
136,306564036.0,166587658.0,8.19,8.45,7.95,8.04,139976378.0,37520997.0,2010-07-29,600288,SH
137,123756789.0,51355553.0,8.02,8.13,7.89,8.05,72401236.0,15428859.0,2010-07-30,600288,SH
138,86410496.0,41546564.5,8.1,8.14,8.0,8.03,44863931.5,10700504.0,2010-08-02,600288,SH
139,161785738.0,75936581.0,8.01,8.29,8.0,8.2,85849157.0,19793594.0,2010-08-03,600288,SH
140,92490238.0,40827884.5,8.07,8.08,7.81,7.97,51662353.5,11621757.0,2010-08-04,600288,SH
141,107382213.0,51968778.5,8.17,8.19,7.99,8.05,55413434.5,13255773.0,2010-08-05,600288,SH
142,130786557.0,67889317.0,8.24,8.29,7.97,8.0,62897240.0,16028803.0,2010-08-06,600288,SH
143,141131203.0,72736562.0,8.39,8.41,8.18,8.26,68394641.0,16999069.0,2010-08-09,600288,SH
144,109012528.0,44803584.0,7.87,8.42,7.85,8.38,64208944.0,13361592.0,2010-08-10,600288,SH
145,62783111.0,30678328.5,8.05,8.09,7.88,7.9,32104782.5,7866058.0,2010-08-11,600288,SH
146,59036265.0,25938989.0,7.82,8.07,7.77,7.9,33097276.0,7461393.0,2010-08-12,600288,SH
147,47196664.0,25124463.0,7.97,8.0,7.8,7.82,22072201.0,5965586.0,2010-08-13,600288,SH
148,73860276.0,38888976.0,8.11,8.15,7.93,7.94,34971300.0,9160042.0,2010-08-16,600288,SH
149,95834439.0,45370451.5,8.16,8.26,8.05,8.12,50463987.5,11739663.0,2010-08-17,600288,SH
150,143489331.0,72223277.0,8.27,8.34,8.11,8.18,71266054.0,17396645.0,2010-08-19,600288,SH
151,95226534.0,43018374.0,7.94,8.26,7.9,8.2,52208160.0,11789699.0,2010-08-20,600288,SH
152,55702467.0,27210488.0,8.06,8.1,7.92,7.95,28491979.0,6947249.0,2010-08-23,600288,SH
153,98399189.0,54066270.0,8.2,8.3,7.95,8.02,44332919.0,12077959.0,2010-08-24,600288,SH
154,264393615.0,142168338.0,8.35,8.53,8.11,8.15,122225277.0,31624825.0,2010-08-25,600288,SH
155,213079436.0,114536159.5,8.56,8.57,8.24,8.31,98543276.5,25278741.0,2010-08-26,600288,SH
156,142411203.0,60695579.0,8.44,8.67,8.35,8.5,81715624.0,16808016.0,2010-08-27,600288,SH
157,154928939.0,82720773.5,8.59,8.6,8.4,8.5,72208165.5,18189583.0,2010-08-30,600288,SH
158,129808270.0,57461717.0,8.44,8.55,8.37,8.55,72346553.0,15378089.0,2010-08-31,600288,SH
159,138168003.0,55878495.5,8.11,8.48,8.0,8.45,82289507.5,16753957.0,2010-09-01,600288,SH
160,147250307.0,86656287.0,8.47,8.48,8.15,8.2,60594020.0,17638908.0,2010-09-02,600288,SH
161,259671336.0,134057415.0,8.78,8.88,8.48,8.5,125613921.0,29805601.0,2010-09-03,600288,SH
162,296106087.0,164484189.5,9.03,9.25,8.65,8.82,131621897.5,32994853.0,2010-09-06,600288,SH
163,180935952.0,90971318.5,9.16,9.28,8.81,9.03,89964633.5,19992663.0,2010-09-07,600288,SH
164,179830726.0,93338316.0,9.24,9.38,9.04,9.11,86492410.0,19456785.0,2010-09-08,600288,SH
165,289064614.0,155339907.5,9.53,9.69,9.19,9.35,133724706.5,30456498.0,2010-09-09,600288,SH
166,245697661.0,123382567.0,9.72,9.78,9.31,9.62,122315094.0,25680785.0,2010-09-10,600288,SH
167,206149917.0,96964610.0,9.67,9.76,9.56,9.75,109185307.0,21351509.0,2010-09-13,600288,SH
168,225199565.0,111898062.0,9.81,9.87,9.42,9.66,113301503.0,23345170.0,2010-09-14,600288,SH
169,408496005.0,204772569.0,9.9,10.71,9.84,9.95,203723436.0,40018964.0,2010-09-15,600288,SH
170,267010823.0,133990759.0,9.67,10.5,9.47,10.21,133020064.0,27105016.0,2010-09-16,600288,SH
171,172240953.0,72687821.0,9.25,9.68,9.18,9.54,99553132.0,18393271.0,2010-09-17,600288,SH
172,109762243.0,54547284.0,9.37,9.44,9.08,9.31,55214959.0,11804344.0,2010-09-20,600288,SH
173,89525635.0,36794234.0,9.08,9.46,8.98,9.3,52731401.0,9778682.0,2010-09-21,600288,SH
174,69823250.0,34185188.0,9.27,9.28,9.1,9.15,35638062.0,7575721.0,2010-09-27,600288,SH
175,76416394.0,35852966.0,9.32,9.45,9.23,9.29,40563428.0,8175744.0,2010-09-28,600288,SH
176,127976601.0,65525389.5,9.54,9.68,9.33,9.33,62451211.5,13421469.0,2010-09-29,600288,SH
177,89532333.0,38366125.0,9.58,9.65,9.4,9.5,51166208.0,9384499.0,2010-09-30,600288,SH
178,122377983.0,60663705.0,9.71,9.94,9.6,9.65,61714278.0,12484421.0,2010-10-08,600288,SH
179,160476531.0,80258721.5,9.58,9.8,9.51,9.75,80217809.5,16654216.0,2010-10-11,600288,SH
180,135450534.0,63990308.0,9.39,9.66,9.3,9.57,71460226.0,14271599.0,2010-10-12,600288,SH
181,117444944.0,58122058.0,9.41,9.53,9.15,9.38,59322886.0,12615436.0,2010-10-13,600288,SH
182,156930931.0,59983531.5,8.92,9.45,8.86,9.45,96947399.5,17291900.0,2010-10-14,600288,SH
183,142679757.0,65887006.0,8.84,9.05,8.76,8.92,76792751.0,16037749.0,2010-10-15,600288,SH
184,118478825.0,60290642.5,8.7,8.84,8.46,8.8,58188182.5,13793942.0,2010-10-18,600288,SH
185,106159015.0,58383782.0,9.14,9.15,8.65,8.69,47775233.0,11858025.0,2010-10-19,600288,SH
186,97413598.0,42674203.5,9.0,9.2,8.88,8.95,54739394.5,10777916.0,2010-10-20,600288,SH
187,78032930.0,40466018.0,9.09,9.15,8.98,9.0,37566912.0,8612175.0,2010-10-21,600288,SH
188,109072105.0,57077594.0,9.26,9.29,9.04,9.13,51994511.0,11907963.0,2010-10-22,600288,SH
189,154245932.0,83048525.0,9.41,9.47,9.27,9.38,71197407.0,16432233.0,2010-10-25,600288,SH
190,195597635.0,109704630.0,9.66,9.8,9.26,9.46,85893005.0,20377435.0,2010-10-26,600288,SH
191,129386096.0,57842772.0,9.32,9.68,9.3,9.63,71543324.0,13633816.0,2010-10-27,600288,SH
192,93493911.0,45023341.0,9.27,9.42,9.18,9.4,48470570.0,10082847.0,2010-10-28,600288,SH
193,228848123.0,128705436.0,9.72,9.8,9.31,9.33,100142687.0,23817642.0,2010-10-29,600288,SH
194,242046835.0,129436548.0,9.97,10.06,9.68,9.72,112610287.0,24386622.0,2010-11-01,600288,SH
195,225884334.0,100722920.5,9.64,10.08,9.63,9.95,125161413.5,22938223.0,2010-11-02,600288,SH
196,105152002.0,41831802.5,9.52,9.66,9.43,9.65,63320199.5,11000958.0,2010-11-03,600288,SH
197,124166953.0,64475348.0,9.74,9.77,9.47,9.52,59691605.0,12867177.0,2010-11-04,600288,SH
198,219925036.0,119518404.0,9.98,10.16,9.74,9.8,100406632.0,22027332.0,2010-11-05,600288,SH
199,194576996.0,100512450.0,10.16,10.16,9.9,10.0,94064546.0,19351339.0,2010-11-08,600288,SH
200,162232589.0,69697043.5,10.0,10.25,9.91,10.13,92535545.5,16137031.0,2010-11-09,600288,SH
201,190242307.0,98163766.0,10.19,10.33,9.85,9.99,92078541.0,18741447.0,2010-11-10,600288,SH
202,195001620.0,97119452.0,9.91,10.29,9.89,10.1,97882168.0,19193853.0,2010-11-11,600288,SH
203,191785762.0,89886050.0,9.12,10.05,9.0,9.81,101899712.0,20005567.0,2010-11-12,600288,SH
204,75078992.0,40723274.5,9.33,9.36,9.03,9.03,34355717.5,8113602.0,2010-11-15,600288,SH
205,87156094.0,38367560.0,9.1,9.45,9.0,9.33,48788534.0,9461338.0,2010-11-16,600288,SH
206,69988245.0,31843268.5,8.73,9.2,8.55,9.11,38144976.5,7791511.0,2010-11-17,600288,SH
207,42077047.0,18917625.0,8.83,8.92,8.7,8.84,23159422.0,4771910.0,2010-11-18,600288,SH
208,98527892.0,54127773.0,9.23,9.27,8.85,8.89,44400119.0,10824535.0,2010-11-19,600288,SH
209,172884911.0,91862799.5,9.61,9.92,9.27,9.29,81022111.5,17954720.0,2010-11-22,600288,SH
210,91104411.0,41804484.0,9.42,9.59,9.11,9.48,49299927.0,9739774.0,2010-11-23,600288,SH
211,139120632.0,77451989.0,9.81,9.86,9.31,9.31,61668643.0,14407671.0,2010-11-24,600288,SH
212,160632961.0,79204144.0,9.85,10.08,9.72,9.97,81428817.0,16270665.0,2010-11-25,600288,SH
213,165813030.0,90198228.5,10.0,10.07,9.6,9.81,75614801.5,16869011.0,2010-11-26,600288,SH
214,204229784.0,107677825.0,10.12,10.27,9.85,9.98,96551959.0,20198290.0,2010-11-29,600288,SH
215,167119712.0,81371098.0,9.63,10.18,9.32,10.12,85748614.0,17256660.0,2010-11-30,600288,SH
216,80278271.0,41018167.0,9.7,9.8,9.45,9.52,39260104.0,8310075.0,2010-12-01,600288,SH
217,588995512.0,368455583.0,10.41,10.67,9.73,9.83,220539929.0,56616810.0,2010-12-02,600288,SH
218,298453111.0,132174043.0,9.91,10.36,9.89,10.25,166279068.0,29658148.0,2010-12-03,600288,SH
219,146490245.0,63168602.5,9.51,9.89,9.46,9.89,83321642.5,15209958.0,2010-12-06,600288,SH
220,80284195.0,39112325.0,9.62,9.7,9.23,9.48,41171870.0,8450140.0,2010-12-07,600288,SH
221,98032274.0,44519293.0,9.5,9.85,9.5,9.64,53512981.0,10132971.0,2010-12-08,600288,SH
222,84584671.0,39335892.0,9.22,9.45,9.21,9.4,45248779.0,9072482.0,2010-12-09,600288,SH
223,55180636.0,32852717.0,9.52,9.55,9.2,9.28,22327919.0,5872627.0,2010-12-10,600288,SH
224,206573440.0,107176162.5,10.0,10.08,9.55,9.55,99397277.5,20806598.0,2010-12-13,600288,SH
225,710488001.0,381960679.0,10.91,11.0,9.9,10.01,328512225.0,66310668.0,2010-12-14,600288,SH
226,328845220.0,163202946.0,10.66,10.92,10.4,10.8,165642274.0,30791645.0,2010-12-15,600288,SH
227,184285160.0,88900366.5,10.74,10.87,10.53,10.57,95384793.5,17157226.0,2010-12-16,600288,SH
228,234328883.0,129663997.0,11.06,11.17,10.66,10.8,104664886.0,21475568.0,2010-12-17,600288,SH
229,209622982.0,93276267.5,10.64,11.17,10.3,11.09,116346714.5,19540535.0,2010-12-20,600288,SH
230,111631872.0,56621179.0,10.73,10.83,10.58,10.68,55010693.0,10412612.0,2010-12-21,600288,SH
231,751923578.0,463010266.0,11.8,11.8,11.0,11.0,288913312.0,64684572.0,2010-12-22,600288,SH
232,931712834.0,506127176.0,11.88,12.7,11.8,12.08,425585658.0,76407988.0,2010-12-23,600288,SH
233,528430197.0,283296303.0,12.26,12.43,11.75,11.8,245133894.0,43787398.0,2010-12-24,600288,SH
234,410645839.0,217636946.5,11.63,12.4,11.54,12.19,193008892.5,33983870.0,2010-12-27,600288,SH
235,222713253.0,116215511.0,11.47,11.71,11.03,11.6,106497742.0,19633203.0,2010-12-28,600288,SH
236,196483390.0,104431555.0,11.67,11.72,11.17,11.38,92051835.0,17093046.0,2010-12-29,600288,SH
237,400924522.0,233308967.0,12.48,12.68,11.6,11.62,167615555.0,32834586.0,2010-12-30,600288,SH
238,248843598.0,136034175.0,12.61,12.7,12.18,12.4,112809423.0,19918693.0,2010-12-31,600288,SH
239,279250519.0,133121588.0,12.65,12.97,12.27,12.49,146128931.0,22246519.0,2011-01-04,600288,SH
240,369046414.0,199828541.5,13.01,13.34,12.35,12.51,169217872.5,28569117.0,2011-01-05,600288,SH
241,364867102.0,191929430.0,13.23,13.36,12.8,12.98,172937672.0,27854487.0,2011-01-06,600288,SH
242,378509671.0,155483690.0,12.58,13.38,12.38,13.09,223025981.0,29404658.0,2011-01-07,600288,SH
243,187367903.0,82358607.0,12.2,12.76,12.14,12.5,105009296.0,15086996.0,2011-01-10,600288,SH
244,162781976.0,83360404.5,12.21,12.36,11.9,12.17,79421571.5,13379910.0,2011-01-11,600288,SH
245,229080568.0,101877006.0,12.15,12.52,11.55,12.24,127203562.0,19086386.0,2011-01-12,600288,SH
246,263946252.0,124856593.0,12.38,12.47,11.7,12.11,139089659.0,21937278.0,2011-01-13,600288,SH
247,195167355.0,97929519.5,12.17,12.55,12.07,12.11,97237835.5,15862986.0,2011-01-14,600288,SH
248,273097699.0,143133525.0,11.82,12.63,11.72,12.1,129964174.0,22305583.0,2011-01-17,600288,SH
249,134872917.0,68428428.5,11.59,11.85,11.3,11.75,66444488.5,11647989.0,2011-01-18,600288,SH
250,153888726.0,84291032.0,12.0,12.05,11.36,11.63,69597694.0,13063434.0,2011-01-19,600288,SH
251,183041511.0,89623725.5,11.52,12.27,11.49,11.85,93417785.5,15288259.0,2011-01-20,600288,SH
252,111404237.0,48036416.5,11.56,11.9,11.36,11.52,63367820.5,9611045.0,2011-01-21,600288,SH
253,167925372.0,83293740.0,10.74,11.78,10.71,11.62,84631632.0,15036995.0,2011-01-24,600288,SH
254,149953434.0,68594022.0,10.14,10.78,9.9,10.74,81359412.0,14630995.0,2011-01-25,600288,SH
255,105697577.0,59772840.0,10.56,10.64,10.03,10.03,45924737.0,10167001.0,2011-01-26,600288,SH
256,108808409.0,56796920.5,11.01,11.15,10.35,10.55,52011488.5,10075448.0,2011-01-27,600288,SH
257,89525257.0,43287221.0,10.95,11.15,10.7,10.9,46238036.0,8181676.0,2011-01-28,600288,SH
258,83941217.0,41453537.0,11.17,11.23,10.8,10.8,42487680.0,7553224.0,2011-01-31,600288,SH
259,38265877.0,17649864.0,11.17,11.25,11.05,11.2,20616013.0,3433074.0,2011-02-01,600288,SH
260,76899450.0,39368745.0,11.26,11.54,11.05,11.08,37530705.0,6805837.0,2011-02-09,600288,SH
261,91690382.0,47818474.0,11.54,11.55,11.09,11.26,43871908.0,8080584.0,2011-02-10,600288,SH
262,100577698.0,55938053.0,11.71,11.84,11.45,11.48,44639645.0,8594380.0,2011-02-11,600288,SH
263,112434702.0,57885609.0,11.88,12.15,11.7,11.76,54549093.0,9442823.0,2011-02-14,600288,SH
264,199129865.0,87265696.0,11.75,12.09,11.6,11.86,111864169.0,16880347.0,2011-02-15,600288,SH
265,135365455.0,56546506.0,11.92,11.93,11.6,11.7,78818949.0,11502722.0,2011-02-16,600288,SH
266,105438663.0,51650646.0,11.89,12.1,11.71,11.92,53788017.0,8896305.0,2011-02-17,600288,SH
267,105072696.0,51580800.0,11.78,11.95,11.64,11.88,53491896.0,8934851.0,2011-02-18,600288,SH
268,230115527.0,121306599.0,12.35,12.35,11.62,11.62,108808928.0,19007004.0,2011-02-21,600288,SH
269,182817067.0,79754099.0,11.93,12.44,11.78,12.4,103062968.0,15185551.0,2011-02-22,600288,SH
270,114503165.0,56831837.5,11.99,12.16,11.8,11.85,57671327.5,9563592.0,2011-02-23,600288,SH
271,114042591.0,57743831.0,12.15,12.26,11.81,11.98,56298760.0,9451662.0,2011-02-24,600288,SH
272,192031480.0,106098871.5,12.33,12.58,12.11,12.11,85932608.5,15529195.0,2011-02-25,600288,SH
273,159727777.0,82285467.5,12.51,12.57,12.18,12.43,77442309.5,12856424.0,2011-02-28,600288,SH
274,168415322.0,70360033.5,12.21,12.54,12.11,12.47,98055288.5,13702417.0,2011-03-01,600288,SH
275,152522544.0,80899303.0,11.94,12.16,11.7,12.12,71623241.0,12807909.0,2011-03-02,600288,SH
276,105125693.0,51953313.0,11.74,12.09,11.73,11.94,53172380.0,8823522.0,2011-03-03,600288,SH
277,101204502.0,46103094.0,11.85,11.86,11.64,11.78,55101408.0,8624012.0,2011-03-04,600288,SH
278,111123807.0,56440646.0,12.06,12.08,11.81,11.88,54683161.0,9321386.0,2011-03-07,600288,SH
279,94498187.0,40116240.0,12.02,12.13,11.89,12.07,54381947.0,7872996.0,2011-03-08,600288,SH
280,183180944.0,95033484.0,12.24,12.28,11.8,12.0,88147460.0,15201903.0,2011-03-09,600288,SH
281,322182507.0,195449506.0,12.44,12.68,12.08,12.2,126733001.0,25872811.0,2011-03-10,600288,SH
282,175403056.0,75803741.0,12.11,12.56,12.09,12.41,99599315.0,14301832.0,2011-03-11,600288,SH
283,101399807.0,46533738.0,12.01,12.3,11.83,12.06,54866069.0,8464861.0,2011-03-14,600288,SH
284,177940571.0,80642603.0,11.45,11.96,11.34,11.91,97297968.0,15408162.0,2011-03-15,600288,SH
285,97086141.0,45681026.0,11.54,11.77,11.44,11.44,51405115.0,8355123.0,2011-03-16,600288,SH
286,133455457.0,57081713.0,11.09,11.43,10.97,11.43,76373744.0,11919770.0,2011-03-17,600288,SH
287,70492112.0,33835234.0,11.31,11.39,11.0,11.17,36656878.0,6279110.0,2011-03-18,600288,SH
288,56070245.0,24586007.0,11.19,11.41,11.1,11.28,31484238.0,4991004.0,2011-03-21,600288,SH
289,108216026.0,53364870.5,11.29,11.39,11.18,11.19,54851155.5,9585675.0,2011-03-22,600288,SH
290,57440499.0,30578532.5,11.38,11.41,11.28,11.29,26861966.5,5063178.0,2011-03-23,600288,SH
291,127034541.0,72084844.0,11.66,11.7,11.3,11.42,54949697.0,11046886.0,2011-03-24,600288,SH
292,161340610.0,96076427.0,11.88,12.18,11.54,11.58,65264183.0,13628992.0,2011-03-25,600288,SH
293,292972688.0,190580955.0,11.83,12.15,11.56,11.8,102391733.0,24690573.0,2011-03-29,600288,SH
294,124185227.0,52964318.5,11.68,11.88,11.38,11.77,71220908.5,10749345.0,2011-03-30,600288,SH
295,140257648.0,85040649.0,11.5,11.82,11.35,11.69,55216999.0,12079207.0,2011-03-31,600288,SH
296,91215122.0,39804732.0,11.49,11.58,11.3,11.4,51410390.0,7995873.0,2011-04-01,600288,SH
297,121460703.0,63725835.0,11.9,11.94,11.24,11.3,57734868.0,10494783.0,2011-04-06,600288,SH
298,126833147.0,62857399.5,11.94,12.15,11.75,11.81,63975747.5,10629105.0,2011-04-07,600288,SH
299,383466110.0,250875570.0,12.22,12.4,11.79,11.94,132590540.0,31536961.0,2011-04-08,600288,SH
300,170926522.0,80250765.0,11.88,12.24,11.84,12.15,90675757.0,14175467.0,2011-04-11,600288,SH
301,183059333.0,81600369.5,12.04,12.07,11.66,11.71,101458963.5,15467625.0,2011-04-12,600288,SH
302,195091897.0,114924636.0,12.08,12.16,11.85,12.08,80167261.0,16237439.0,2011-04-13,600288,SH
303,126289166.0,52453889.5,11.7,12.03,11.69,12.03,73835276.5,10682395.0,2011-04-14,600288,SH
304,94658890.0,39972376.0,11.59,11.79,11.41,11.64,54686514.0,8175745.0,2011-04-15,600288,SH
305,98725789.0,36074986.0,11.5,11.56,11.28,11.5,62650803.0,8667295.0,2011-04-18,600288,SH
306,82786303.0,33220281.5,11.25,11.41,11.2,11.41,49566021.5,7348915.0,2011-04-19,600288,SH
307,128003679.0,67311300.0,11.72,11.78,11.26,11.26,60692379.0,11113750.0,2011-04-20,600288,SH
308,208406355.0,102652806.0,12.17,12.18,11.57,11.69,105753549.0,17449940.0,2011-04-21,600288,SH
309,280529906.0,153741252.0,11.75,12.25,11.66,12.1,126788654.0,23424987.0,2011-04-22,600288,SH
310,88263246.0,35114717.0,11.35,11.65,11.3,11.64,53148529.0,7719107.0,2011-04-25,600288,SH
311,93667357.0,33409378.0,11.0,11.42,10.98,11.3,60257979.0,8433369.0,2011-04-26,600288,SH
312,84346239.0,33695539.0,10.69,11.19,10.6,11.1,50650700.0,7811698.0,2011-04-27,600288,SH
313,71158621.0,27728014.0,10.22,10.88,10.2,10.7,43430607.0,6806738.0,2011-04-28,600288,SH
314,43450319.0,24444422.5,10.42,10.45,10.13,10.21,19005896.5,4207214.0,2011-04-29,600288,SH
315,35025771.0,17342615.5,10.52,10.56,10.35,10.43,17683155.5,3349515.0,2011-05-03,600288,SH
316,94935676.0,41398749.0,10.69,10.78,10.19,10.5,53536927.0,9068979.0,2011-05-04,600288,SH
317,117581783.0,80055031.0,10.82,10.88,10.43,10.58,37526752.0,10929800.0,2011-05-05,600288,SH
318,85312023.0,56556582.0,10.65,10.88,10.58,10.69,28755441.0,7960737.0,2011-05-06,600288,SH
